noun	gender	count
muet	m	5593
muette	f	4261
muezzin	m	3537
mufle	m	3887
muflerie	f	1258
mufti	m	5616
mugissement	m	3259
muguet	m	2432
muid	m	3006
mujer	f	11248
mulch	m	632
mule	f	13365
mulet	m	12512
muleta	f	1364
muletier	m	2029
mulot	m	1168
multi	f	5298
multi	m	2253
multicolinéarité	f	924
multiculturalisme	m	19348
multiculturalité	f	1643
multidimensionnalité	f	2020
multidisciplinarité	f	1982
multiethnicité	f	502
multifonctionnalité	f	7071
multilatéral	m	642
multilatéralisation	f	1253
multilatéralisme	m	6403
multilinguisme	m	6325
multimodalité	f	937
multimédia	m	10446
multinationale	f	17250
multinationalisation	f	4209
multinationalité	f	716
multipartenariat	m	842
multipartisme	m	28827
multiple	f	512
multiple	m	27680
multiplex	m	617
multiplexage	m	1147
multiplexe	m	526
multiplexeur	m	673
multiplicateur	m	13563
multiplication	f	372632
multiplicité	f	288984
multipolarisation	f	573
multipolarité	f	2487
multipositionnalité	f	540
multipropriété	f	638
multitud	f	792
multitude	f	317611
multitudes	f	503
mulâtre	m	8942
mulâtresse	f	5127
mundo	m	2143
mundus	m	969
municipal	m	1058
municipalisation	f	4451
municipalisme	m	644
municipalité	f	336028
municipe	m	4391
munificence	f	4252
munition	f	2179
munitionnaire	m	1110
muntu	m	767
munus	m	883
muon	m	1267
muqueuse	f	34262
mur	m	460487
mura	m	648
muraille	f	58808
mural	m	627
muralisme	m	682
muret	m	11219
murette	f	3007
murmure	m	33267
murène	f	685
musaraigne	f	1557
musc	m	2789
muscade	f	1762
muscadet	m	560
muscat	m	864
muscle	m	47434
muscovite	f	1140
musculation	f	2989
musculature	f	13805
musculeuse	f	781
muse	f	14518
museau	m	12167
muselière	f	1341
musellement	m	555
musette	f	6001
music	m	4782
musica	f	1959
musical	m	3695
musicalité	f	12335
musicien	m	88775
musicienne	f	3481
musicologie	f	8474
musicologue	m	5829
musicothérapie	f	1751
musique	f	1501746
must	m	2554
musulman	m	37566
musulmane	f	6531
musée	m	244721
muséification	f	847
muséographie	f	5917
muséologie	f	5893
muséum	m	1779
mutabilité	f	5181
mutagenèse	f	1290
mutant	m	4961
mutation	f	227012
muthos	m	1772
mutilation	f	23436
mutilé	m	1543
mutin	m	743
mutinerie	f	17561
mutisme	m	28385
mutité	f	1446
mutualisation	f	9457
mutualisme	m	2165
mutualité	f	32935
mutuel	m	3294
mutuelle	f	20592
mutuellisme	m	889
mvet	m	550
mwami	m	2958
myasthénie	f	1433
mycologie	f	602
mycorhization	f	1145
mycose	f	1033
mycélium	m	2918
mydriase	f	992
mygale	f	764
myocarde	m	2986
myocardite	f	722
myoglobine	f	1474
myomètre	m	691
myopathie	f	3300
myope	m	976
myopie	f	9721
myosine	f	2795
myosis	m	582
myosotis	m	649
myriade	f	14548
myrrhe	f	4134
myrte	m	1273
myrtille	f	764
mystagogie	f	801
myste	m	622
mystere	m	526
mysticisme	m	26934
mysticité	f	1031
mystificateur	m	1200
mystification	f	24939
mystique	f	102464
mystique	m	21848
mystère	m	280862
mystérieuse	f	2401
mystérieux	m	3608
mythanalyse	f	789
mythe	m	560535
mythification	f	4940
mythique	f	3645
mythique	m	4706
mytho	f	529
mythocritique	f	1197
mythographie	f	1346
mythologie	f	167411
mythologique	m	660
mythologisation	f	872
mythologue	m	1087
mythomane	m	1288
mythomanie	f	2470
mythos	m	1250
mythème	m	1171
mytiliculture	f	913
myxomatose	f	824
myéline	f	2111
myélinisation	f	980
myélogramme	m	843
myélographie	f	529
myélome	m	1131
máquina	f	630
más	f	2738
mâche	f	899
mâchefer	m	594
mâchoire	f	30599
mâle	f	2000
mâle	m	51943
mât	m	18887
mâture	f	4535
mâyâ	f	595
mèche	f	32348
mène	f	2762
mène	m	1860
mère	f	1459620
mère	m	764
mèrepatrie	f	755
mètis	f	661
mètre	m	93599
mètres	m	587
mé	f	1637
mé	m	758
méandre	m	4450
méat	m	1526
mécanicien	m	18391
mécanicisme	m	1103
mécanique	f	210592
mécanique	m	2183
mécanisation	f	63936
mécanisme	m	490805
mécano	m	1847
mécanographie	f	1589
méchanceté	f	37837
méchanique	f	553
méchant	m	13114
méchante	f	2595
méchoui	m	1763
mécompréhension	f	1578
mécompte	m	501
méconnaissance	f	95109
méconnaître	f	1284
méconnaître	m	1612
méconnu	m	1028
mécontent	m	663
mécontentement	m	69575
mécréance	f	990
mécréant	m	3142
mécène	m	9649
mécénat	m	21922
médaille	f	94503
médaillon	m	15409
médecin	f	727
médecin	m	586111
médecine	f	499544
médersa	f	2932
média	f	2085
média	m	28800
médian	m	912
médiance	f	924
médiane	f	21596
médiante	f	597
médiastin	m	1584
médiat	m	622
médiateté	f	638
médiateur	m	65671
médiathèque	f	16813
médiation	f	282935
médiatique	m	1035
médiatisation	f	28820
médiatrice	f	4284
médical	m	2732
médicalisation	f	14771
médicament	m	61768
médication	f	10327
médico	m	621
médina	f	16167
médiocratie	f	739
médiocrité	f	82228
médiologie	f	1971
médiologue	m	528
médisance	f	9663
méditant	m	2139
méditation	f	139753
méditerranée	f	3399
médium	f	1189
médium	m	40327
médiumnité	f	1564
médius	m	1376
médiété	f	1595
médiéval	m	559
médiéviste	m	4318
médiévistique	f	621
médulla	f	614
médullaire	f	1348
médullo	f	535
médullosurrénale	f	854
méduse	f	3957
méfait	m	4199
méfiance	f	169570
méga	f	2100
méga	m	1583
mégalithe	m	836
mégalithisme	m	956
mégalomane	m	1088
mégalomanie	f	8637
mégalopole	f	3859
mégamachine	f	894
mégaphone	m	1274
mégapole	f	3987
mégastructure	f	613
mégisserie	f	1167
mégot	m	4351
mégère	f	3554
méhariste	m	627
méiose	f	7132
mélancolie	f	95169
mélancolique	f	638
mélancolique	m	7246
mélange	f	571
mélange	m	300558
mélangeur	m	2215
mélanine	f	1756
mélanome	m	1949
mélasse	f	6580
mélatonine	f	2411
méli	m	1328
mélinite	f	654
mélisme	m	569
mélisse	f	753
mélo	m	1635
mélodie	f	100991
mélodrame	m	12825
mélomane	m	2409
mélopée	f	5632
mélèze	m	2487
méme	f	2095
méme	m	1372
mémento	m	3288
mémo	f	539
mémo	m	1978
mémoire	f	1384886
mémoire	m	159352
mémorable	f	615
mémorable	m	949
mémorandum	m	39361
mémorial	m	14769
mémorialiste	f	1820
mémorialiste	m	11377
mémorisation	f	29361
mémé	f	964
ménade	f	732
ménage	m	140328
ménagement	m	1553
ménager	f	854
ménagerie	f	7791
ménagère	f	19506
ménarche	f	587
ménestrel	m	1842
méningite	f	9214
méningocoque	m	664
ménippée	f	512
méniscectomie	f	510
ménisque	m	2577
ménopause	f	19273
ménétrier	m	636
méplat	m	1482
mépris	m	147753
méprisant	m	633
méprise	f	21018
méprise	m	2495
mére	f	970
méridien	m	11406
méridienne	f	3984
méridional	m	1181
mérinos	m	525
méristème	m	1432
mérite	f	1794
mérite	m	331197
mérites	m	909
méritocratie	f	6025
mérou	m	761
méréologie	f	709
mésalliance	f	4400
mésange	f	2872
mésaventure	f	11748
mésenchyme	m	952
mésencéphale	m	993
mésentente	f	16629
mésentère	m	625
mésestime	f	1232
mésintelligence	f	1976
mésinterprétation	f	1216
méso	f	939
méso	m	749
mésoderme	m	1383
méson	m	962
mésostase	f	556
mésothéliome	m	733
mésothérapie	f	1070
mésusage	m	1242
méta	f	14846
méta	m	8449
métabolisation	f	1878
métabolisme	m	31959
métabolite	m	1773
métacognition	f	4627
métacommunication	f	1283
métadiscours	m	3905
métafiction	f	1094
métahistoire	f	568
métairie	f	14293
métal	m	73901
métalangage	m	13657
métalangue	f	3841
métalepse	f	2522
métallisation	f	873
métallo	m	779
métallographie	f	518
métallurgie	f	101711
métallurgiste	m	1631
métamathématique	f	721
métamorphisme	m	4557
métamorphose	f	103226
métamorphose	m	886
métamorphoser	f	645
métamorphoser	m	846
métamémoire	f	570
métaphase	f	851
métaphore	f	384894
métaphoricité	f	1330
métaphorique	f	1746
métaphorique	m	1193
métaphorisation	f	6055
métaphyse	f	1231
métaphysicien	m	7584
métaphysique	f	310145
métaphysique	m	2650
métaplasie	f	737
métapsychique	f	1027
métapsychologie	f	12910
métareprésentation	f	583
métarécit	m	786
métascience	f	623
métastabilité	f	698
métastase	f	2811
métastructure	f	701
métatexte	m	2546
métatextualité	f	913
métathèse	f	1452
métathéorie	f	1608
métayage	m	9216
métayer	m	9580
méteil	m	990
métempsychose	f	2208
métempsycose	f	5015
méthadone	f	6186
méthane	m	6886
méthanisation	f	923
méthanol	m	4626
méthionine	f	1995
méthode	f	1623179
méthode	m	523
méthodisme	m	1818
méthodologie	f	191779
méthotrexate	m	1109
méthyl	m	625
méthylation	f	2213
méticulosité	f	3206
métier	m	374209
métis	f	3880
métis	m	11327
métissage	m	38634
métisse	f	3308
método	m	977
métonymie	f	30872
métope	f	578
métrage	m	1929
métrique	f	29771
métro	m	68781
métrologie	f	6402
métronidazole	m	607
métronome	m	3602
métropole	f	244515
métropolisation	f	8152
métropolitain	m	4673
métropolite	m	9973
métèque	m	1922
météo	f	16472
météore	m	4717
météorisation	f	826
météorisme	m	505
météorite	f	3974
météorite	m	965
météorologie	f	24996
météorologiste	m	658
météorologue	m	864
mévente	f	7469
mêlée	f	37180
mêmeté	f	3212
môle	m	5790
môme	f	4937
môme	m	5183
música	f	2545
mûre	f	1264
mûrier	m	3570
mûrissement	m	4846
mûsica	f	960
mœlle	f	853
n	f	6241
n	m	165535
na	f	1126
nabab	m	1713
nabot	m	1284
nacelle	f	8884
nacion	f	609
nacionalidad	f	670
nación	f	2560
naciôn	f	644
nacre	f	4530
nada	f	1079
nadir	m	936
nage	f	20701
nageoire	f	5965
nageur	m	5537
nageuse	f	1027
nahuatl	m	1071
nain	m	16743
naine	f	3384
naira	f	759
naira	m	700
nais	f	787
naissain	m	1102
naissance	f	1004945
nakba	f	532
naloxone	f	1173
nana	f	2330
nanisme	m	1684
nanoseconde	f	796
nanotechnologie	f	931
nanti	m	863
nantissement	m	7367
naos	m	1383
napalm	m	1709
naphta	m	504
naphtaline	f	1930
napolitain	m	799
napoléon	m	545
nappe	f	104795
napperon	m	1480
narcisse	m	1402
narcissisme	m	43734
narcolepsie	f	1169
narcose	f	1035
narcotrafic	m	1947
nard	m	535
narguilé	m	2415
narine	f	4351
narración	f	1869
narrataire	m	9707
narrateur	m	443015
narratif	m	4433
narratio	f	818
narration	f	255591
narrativa	f	1551
narrativisation	f	1411
narrativité	f	14142
narratologie	f	7775
narratrice	f	64882
narré	m	611
narthex	m	2503
nasa	f	1414
nasale	f	4224
nasalisation	f	2493
nasalité	f	1508
nasse	f	10074
nassérisme	m	1492
natalisme	m	575
natalité	f	70973
natation	f	17815
natif	m	6814
nation	f	1225994
nation	m	633
nationale	f	6761
nationalisation	f	83038
nationalisme	m	192526
nationaliste	m	6238
nationalité	f	390712
nationalsocialisme	m	2311
native	f	619
nativisme	m	606
nativité	f	4655
natriurèse	f	536
natron	m	869
natrémie	f	1244
natte	f	23316
natura	f	2529
naturaleza	f	6212
naturalisation	f	45321
naturalisme	m	33965
naturaliste	m	18743
naturalisé	m	997
naturalité	f	9517
nature	f	4525679
nature	m	917
naturel	f	528
naturel	m	55293
naturelle	f	590
naturisme	m	2263
naufrage	m	44260
naufragé	m	5412
nausée	f	25446
nautisme	m	520
nautonier	m	640
navale	f	1064
nave	f	3044
navegación	f	647
naven	m	772
navet	m	2957
navette	f	44845
navigabilité	f	3517
navigateur	m	24831
navigation	f	208485
navire	f	583
navire	m	265843
nazi	m	1498
nazification	f	940
nazir	m	508
nazisme	m	68474
naïade	f	886
naïf	m	5577
naïve	f	789
naïveté	f	56607
ndoki	m	523
nec	m	4552
necesidad	f	7286
necessite	f	1529
necessité	f	3137
nectar	m	6337
nef	f	116822
negación	f	685
negotium	m	907
neige	f	220243
nep	f	693
nerf	m	42094
nervosité	f	13652
nervure	f	5284
nescience	f	793
nestorianisme	m	737
net	f	856
net	m	2173
netteté	f	34529
nettoiement	m	1767
nettoyage	m	47738
nettoyeur	m	813
neurasthénie	f	5179
neuro	f	1087
neurobiologie	f	5444
neurobiologiste	m	642
neurochirurgie	f	1342
neurochirurgien	m	775
neurofibromatose	f	714
neurogenèse	f	797
neuroleptique	m	1311
neurologie	f	7439
neurologue	m	4143
neuromédiateur	m	846
neurone	m	10434
neuropathie	f	3706
neuropathologie	f	602
neurophysiologie	f	5146
neurophysiologiste	m	759
neuropsychiatre	m	573
neuropsychiatrie	f	758
neuropsychologie	f	5348
neuropsychologue	m	550
neuroscience	f	1000
neurostimulation	f	738
neurotoxicité	f	717
neurotransmetteur	m	2739
neurotransmission	f	1376
neutralisation	f	38944
neutralisme	m	4853
neutralité	f	166892
neutre	m	5518
neutrino	m	2759
neutron	m	6121
neutropénie	f	1306
neuvaine	f	4680
neuve	f	1398
neuvième	m	553
neveu	m	49743
newsletter	f	795
newtonianisme	m	568
nexus	m	1893
nez	m	178754
nganga	m	2525
niais	m	1466
niaiserie	f	4986
niasse	f	2454
niche	f	36423
nichée	f	2371
nickel	m	9880
nicotine	f	7039
nid	m	37202
nidation	f	1595
nidification	f	2476
nie	f	2773
nie	m	549
nielle	f	693
nietzschéisme	m	1191
nieve	f	792
night	m	1284
nihil	m	832
nihilisme	m	25313
nihiliste	m	1208
nimbe	m	2938
niobium	m	1144
nique	f	3148
nirvana	m	2832
nirvâna	m	677
nitrate	m	4713
nitre	m	667
nitrification	f	1796
nitrite	m	577
nitroglycérine	f	1190
nitrogénase	f	510
nitruration	f	800
nitrure	m	1272
nivaquine	f	607
niveau	f	537
niveau	m	1996507
nivel	m	1220
nivellement	m	20213
nièce	f	23302
niébé	m	2223
niña	f	547
niño	m	766
no	f	732
no	m	2704
nobilitas	f	1613
noble	m	915
noblesse	f	423091
nobleza	f	1239
noce	f	25201
noceur	m	568
noche	f	8462
nociception	f	879
nocivité	f	13425
noción	f	3284
nociôn	f	504
nocturne	m	1199
nodulation	f	947
nodule	m	4778
noeud	m	15506
noie	f	876
noir	m	137120
noirceur	f	20398
noircissement	m	1530
noirisme	m	618
noisetier	m	2179
noisette	f	2870
noix	f	25275
nom	f	929
nom	m	2635601
nomade	m	6389
nomadisation	f	966
nomadisme	m	16699
nombre	f	1011
nombre	m	3518147
nombres	m	673
nombril	m	13261
nombrilisme	m	1210
nome	m	1438
nomen	m	558
nomenclature	f	112747
nomenklatura	f	12456
nominal	m	3876
nominalisation	f	6664
nominalisme	m	10034
nominaliste	m	864
nominatif	m	640
nomination	f	269593
nomme	f	2651
nomme	m	3824
nommée	f	1042
nomos	m	1918
noms	m	958
nonapplication	f	699
nonce	m	19648
nonchalance	f	8829
nonciature	f	5677
nonconformité	f	761
noncontradiction	f	664
nondiscrimination	f	1354
nondit	m	886
nonexistence	f	1105
noningérence	f	612
nonintervention	f	1254
nonlieu	m	1121
nonne	f	7963
nonparticipation	f	685
nonprolifération	f	1085
nonreconnaissance	f	1353
nonrespect	m	2349
nonsens	m	2068
nonsense	m	519
nonviolence	f	2525
nonêtre	m	1028
noosphère	f	2442
noradrénaline	f	5580
nord	f	620
nord	m	339147
nordest	m	1358
nordicité	f	701
nordouest	m	1959
noria	f	6539
norma	f	1340
normale	f	59258
normalien	m	3341
normalisation	f	95368
normalité	f	39702
normand	m	562
normatif	m	2376
normativisme	m	991
normativité	f	22066
norme	f	529613
norme	m	1624
norvégien	m	1791
nosographie	f	5496
nosologie	f	3754
nostalgie	f	168811
nostra	f	1176
nostre	f	928
nostre	m	871
nota	f	4587
nota	m	1040
notabilisation	f	631
notabilité	f	11101
notaire	m	114413
notariat	m	7042
notation	f	92032
note	f	621622
note	m	20597
noter	f	1062
noter	m	10010
notice	f	90870
noticia	f	917
notification	f	98324
notion	f	2548297
notion	m	717
notions	m	1217
notoriété	f	79862
notte	f	1849
notule	f	990
nouage	m	2929
nouaison	f	1767
nouba	f	1220
nougat	m	755
noumène	m	2992
nounou	f	2160
nounours	m	863
nourrice	f	32817
nourrissage	m	1339
nourrissement	m	927
nourrisson	m	42225
nourrit	f	539
nourriture	f	322966
nouveau	m	86464
nouveauté	f	217659
nouvelle	f	522910
nouvelliste	m	2605
nova	f	834
novateur	m	3845
novation	f	14820
novela	f	9918
novella	f	625
novelle	f	952
novembre	m	1243
novice	f	3881
novice	m	11580
noviciat	m	8165
novlangue	f	1017
noyade	f	14669
noyau	m	278627
noyautage	m	2854
noyer	f	1131
noyer	m	6227
noyé	m	4087
noyée	f	509
noèse	f	1729
noétique	f	2478
noël	m	537
nrf	f	710
nu	m	14745
nuage	m	83755
nuance	f	80303
nuancier	m	1636
nubilité	f	828
nucleus	m	1792
nucléaire	m	38230
nucléarisation	f	2480
nucléation	f	2639
nucléocapside	f	648
nucléole	m	1093
nucléon	m	1033
nucléosynthèse	f	1286
nucléotide	m	1663
nucléus	m	4416
nudisme	m	1251
nudité	f	54592
nue	f	5881
nuestra	f	505
nueva	f	557
nuict	f	2523
nuisance	f	8857
nuisibilité	f	782
nuit	f	1993240
nuit	m	1083
nuits	f	21742
nuitée	f	1272
nullité	f	99951
numen	m	575
numero	m	1485
numerus	m	6493
numineux	m	1027
numismate	m	864
numismatique	f	4911
numéraire	m	10140
numéral	m	792
numérateur	m	5546
numération	f	11928
numérique	m	8039
numérisation	f	20551
numéro	f	1059
numéro	m	524461
numérologie	f	2232
numérosité	f	519
numérotage	m	1615
numérotation	f	30153
nuova	f	2632
nuove	m	566
nuovo	m	508
nuptialité	f	23429
nuque	f	55922
nurse	f	3120
nurserie	f	540
nursery	f	1767
nursing	m	1003
nutation	f	597
nutriment	m	1051
nutrition	f	49468
nutritionniste	m	623
nuée	f	28507
nycthémère	m	516
nylon	m	1903
nymphe	f	14643
nymphette	f	669
nymphomane	f	885
nymphomanie	f	1064
nymphose	f	1137
nymphée	m	1225
nystagmus	m	2679
nègre	m	25773
néant	m	108395
néantisation	f	4017
nébuleuse	f	35295
nébulisation	f	596
nébulosité	f	3741
néces	f	1397
nécessitarisme	m	880
nécessite	f	4072
nécessite	m	1423
nécessiteux	m	687
nécessité	f	2128420
nécessité	m	549
nécrologe	m	1753
nécrologie	f	3740
nécromancie	f	1323
nécrophilie	f	1304
nécropole	f	41248
nécrose	f	14998
nécéssité	f	1020
néerlandais	m	11924
négateur	m	1162
négation	f	298546
négationnisme	m	4344
négationniste	m	609
négativation	f	940
négativisme	m	1998
négativité	f	39127
néglige	f	631
négligence	f	59932
négligé	m	1442
négoce	m	39042
négociabilité	f	1499
négociant	m	35517
négociateur	m	11657
négociation	f	486647
négraille	f	865
négresse	f	10878
négrier	m	4184
négrillon	m	1589
négritude	f	40114
néguentropie	f	1571
négus	m	1111
nématode	m	1587
nénuphar	m	1619
néo	f	9348
néo	m	65152
néoclassicisme	m	2865
néocolonialisme	m	5250
néoconservatisme	m	834
néocortex	m	1657
néodarwinisme	m	598
néoformation	f	1373
néoglucogenèse	f	956
néogothique	m	521
néokantisme	m	1032
néolibéralisme	m	8068
néolithique	m	5474
néolithisation	f	2980
néologie	f	8493
néologisme	m	24942
néomycine	f	653
néon	m	3368
néopaganisme	m	573
néophyte	f	609
néophyte	m	9758
néoplasie	f	1180
néoplatonisme	m	5340
néopositivisme	m	707
néoréalisme	m	2561
néotectonique	f	1016
néoténie	f	1194
néovascularisation	f	810
néphrectomie	f	787
néphrite	f	957
néphropathie	f	2256
néphrotoxicité	f	552
népotisme	m	10627
néré	m	881
névralgie	f	2575
névrite	f	841
névropathe	m	1393
névrose	f	78785
névrosé	m	7966
névé	m	616
nô	m	1273
nôtre	f	2406
nôtre	m	1236
número	m	726
nœud	m	93341
o	f	1519
o	m	3270
oasis	f	10351
oasis	m	769
ob	m	881
objecteur	m	1141
objectif	m	233489
objection	f	28945
objectivation	f	6607
objectivisme	m	1087
objectivité	f	14847
objet	m	759505
objeto	m	804
oblation	f	823
obligación	f	1019
obligation	f	216103
oblique	f	979
obliquité	f	598
oblitération	f	1109
obole	f	3079
obra	f	18143
obscur	m	2568
obscurantisme	m	1544
obscurcissement	m	1289
obscure	f	1225
obscurité	f	11562
obscénité	f	1757
observación	f	850
observance	f	2089
observateur	m	67885
observation	f	90948
observatoire	m	18036
observatrice	f	798
obsession	f	26127
obsolescence	f	1345
obstacle	m	200900
obstination	f	6743
obstruction	f	7615
obsédé	m	2201
obtención	f	566
obtention	f	625
obturateur	m	1325
obturation	f	1196
obus	m	14680
obusier	m	991
obèse	m	585
obédience	f	2261
obéissance	f	13330
obélisque	m	3242
obésité	f	2301
ocasión	f	713
occasion	f	154066
occident	m	504
occidental	m	1648
occidentalisation	f	2153
occlusion	f	5058
occlusive	f	1791
occultation	f	4254
occupant	m	2854
occupation	f	64518
occurrence	f	17328
ocre	m	593
octave	f	4801
octet	m	1428
octobre	m	1133
octogone	m	1091
octogénaire	m	1253
octosyllabe	m	502
octroi	m	2774
oculaire	m	804
oculus	m	1820
ocupación	f	683
océan	m	30304
odalisque	f	524
ode	f	7238
odeur	f	75508
odorat	m	778
odyssée	f	2789
oedème	m	702
oeil	m	16817
oeuf	m	4239
oeuvre	f	81009
oferta	f	1081
offense	f	12906
offensive	f	41734
office	m	33837
officialisation	f	890
officiant	m	523
officier	m	157155
officine	f	6029
offrande	f	15190
offre	f	108492
offreur	m	820
ogive	f	1273
ogre	m	4344
ogresse	f	1063
oie	f	5879
oignon	m	3946
oiseau	m	76564
oisif	m	927
oisillon	m	943
oisiveté	f	2006
oligarchie	f	12119
oligopole	m	2859
olive	f	1221
oliveraie	f	592
olivier	m	3224
oléoduc	m	3296
ombilic	m	841
ombrage	m	1456
ombre	f	68731
ombrelle	f	2620
ombudsman	m	947
omelette	f	4977
omission	f	9605
omnibus	m	1592
omnipotence	f	918
omniprésence	f	1873
omniscience	f	589
omoplate	f	627
once	f	11707
oncle	m	25577
oncogène	m	634
onction	f	2668
onde	f	37373
ondulation	f	2108
onduleur	m	1043
ondée	f	1186
ongle	m	3225
onglet	m	1766
onguent	m	2707
onirisme	m	866
onomastique	f	885
onomatopée	f	2071
onto	f	1042
ontogenèse	f	665
ontologie	f	32869
opacification	f	864
opacité	f	7517
operación	f	736
opercule	m	628
opere	m	2232
ophtalmologiste	m	855
opinio	f	605
