noun	gender	count
séduit	f	1108
séduit	m	3778
séga	m	1363
ségrégation	f	92397
séguia	f	592
séisme	m	24544
séismicité	f	594
séjour	m	232641
sélecteur	m	3413
sélection	f	426716
sélectionneur	m	3391
sélectivité	f	21389
sélénium	m	2304
sémanalyse	f	2061
sémanticien	m	723
sémantique	f	98870
sémantique	m	1770
sémantisation	f	1479
sémantisme	m	11151
sémantème	m	1582
sémantèse	f	834
sémaphore	m	2395
sémillant	m	1038
séminaire	m	117753
séminariste	m	4318
sémio	f	611
sémiologie	f	44856
sémiologue	m	1922
sémiose	f	2994
sémiosis	f	4149
sémiosphère	f	717
sémioticien	m	2684
sémiotique	f	58334
sémiotique	m	1585
sémiotisation	f	1146
sémitique	m	780
sémème	m	2937
séméiologie	f	1711
sénat	m	17377
sénateur	m	70112
sénatrice	f	1124
sénatus	m	5703
sénatusconsulte	m	785
séne	f	637
sénescence	f	6308
sénilité	f	3774
séniorité	f	1436
séné	f	543
séné	m	586
sénéchal	m	11061
sénéchaussée	f	20487
sénégalais	m	1050
sénégalaise	f	629
séparabilité	f	2876
séparaient	m	891
séparateur	m	3785
séparation	f	602888
séparatisme	m	10696
séparatiste	m	505
sépare	f	4147
sépare	m	6193
séparent	f	1106
séparent	m	1646
séparé	m	954
sépia	f	624
sépulcre	m	6079
sépulture	f	59328
séquelle	f	4067
séquence	f	343227
séquenceur	m	758
séquentialité	f	2011
séquençage	m	4714
séquestration	f	8813
séquestre	m	7921
séquoia	m	668
sérail	m	8266
séraphin	m	969
séreuse	f	966
sérialisation	f	1922
sérialisme	m	2600
sérialité	f	2972
sériation	f	3208
sériciculture	f	3919
série	f	1776711
série	m	1206
sériel	m	533
séries	f	588
sérieux	m	62571
sérigraphie	f	2443
sérine	f	1301
séroconversion	f	1655
sérodiagnostic	m	560
sérologie	f	5964
séropositif	m	1095
séropositivité	f	7546
séroprévalence	f	2157
sérosité	f	627
sérothérapie	f	1246
sérotonine	f	9405
sérotype	m	689
sérum	m	16881
sérère	m	553
sérénade	f	3653
sérénité	f	80448
sésame	m	7961
sévérité	f	75531
sûreté	f	157653
sût	m	1583
sœur	f	174589
t	f	19213
t	m	12553
ta	f	866
ta	m	1196
tabac	m	80824
tabagie	f	1036
tabagisme	m	16200
tabatière	f	3853
tabellion	m	1596
tabernacle	m	10072
tabla	f	593
tablature	f	2136
table	f	857932
table	m	724
tableau	f	1150
tableau	m	1402175
tableaux	m	512
tablette	f	26670
tableur	m	3045
tablier	m	22589
tabloïd	m	610
tablée	f	2886
tabou	m	36398
tabouret	m	20854
tabula	f	4230
tabulation	f	1975
tac	m	631
tache	f	71015
tachycardie	f	6022
taciturne	m	1399
tacot	m	766
tact	m	14283
tacticien	m	1502
tactile	m	945
tactilité	f	835
tactique	f	98085
taffetas	m	1457
tafia	m	1315
tag	m	3007
tagueur	m	610
tahitien	m	1341
taie	f	2705
taillanderie	f	599
taille	f	755949
taille	m	1446
tailleur	m	27239
taillis	m	8260
tailloir	m	1811
tain	m	1626
taire	f	533
tajine	m	607
tal	m	588
talc	m	2019
taleb	m	1677
talent	m	129580
talibé	m	595
talion	m	1618
talisman	m	9402
talk	m	804
talkie	m	718
tallage	m	798
talmudiste	m	591
taloche	f	1066
talon	m	22431
talus	m	25372
talweg	m	1655
tam	m	10701
tamarin	m	710
tamarinier	m	1320
tamazight	m	1001
tambouille	f	779
tambour	m	45354
tambourin	m	3935
tambourinaire	m	799
tamis	m	9312
tamisage	m	2523
tamoul	m	1972
tamoxifène	m	767
tampon	m	20205
tamponnade	f	862
tamponnement	m	810
tamtam	m	802
tan	m	1051
tanche	f	993
tandem	m	14066
tangage	m	2423
tangence	f	845
tangente	f	11684
tangibilité	f	833
tangible	m	930
tango	m	11205
tangue	f	1408
tanin	m	1016
tanière	f	3720
tank	m	3700
tanker	m	661
tannage	m	2291
tannerie	f	8273
tanneur	m	2283
tantale	m	771
tante	f	58491
tantinet	m	9066
tantra	m	796
tantrisme	m	2076
tantôt	m	689
tao	m	1189
taon	m	1279
taoïsme	m	6569
taoïste	m	725
tapa	m	608
tapage	m	9942
tape	f	5241
tape	m	946
tapette	f	916
taphonomie	f	684
tapin	m	620
tapioca	m	723
tapir	m	1548
tapis	m	91804
tapisserie	f	30918
tapissier	m	2201
tapuscrit	m	1807
taquet	m	2090
taquinerie	f	1117
taraude	m	536
tarbouche	m	669
tarde	f	1673
tardif	m	575
tardive	f	807
tardiveté	f	1272
tare	f	18613
tarea	f	1569
tarentelle	f	599
tarentule	f	1365
tarif	m	93489
tarification	f	50631
tariqa	f	1223
tarissement	m	8605
tarière	f	3040
tarmac	m	3443
taro	m	3038
tarot	m	1535
tarse	m	834
tartane	f	1504
tarte	f	11656
tartine	f	5072
tartre	m	2215
tartuferie	f	636
tartuffe	m	524
tartufferie	f	869
tarîqa	f	759
tas	m	118393
tasa	f	1140
task	f	1416
tasse	f	49038
tassement	m	20504
tata	m	1026
tatami	m	1020
tatou	m	924
tatouage	m	12642
tatoueur	m	659
tatoué	m	514
tau	m	1336
taudis	m	5016
taule	f	1368
taupe	f	8281
taupinière	f	687
taureau	m	49196
taurillon	m	1156
tauromachie	f	7433
tautologie	f	18874
taux	f	693
taux	m	1784545
tavelure	f	2373
taverne	f	17962
tavernier	m	1457
tavy	m	649
taxation	f	53259
taxe	f	328587
taxe	m	1029
taxi	m	52178
taxidermiste	m	529
taximan	m	967
taxinomie	f	16027
taxon	m	2864
taxonomie	f	9183
taylorisation	f	2115
taylorisme	m	10177
tayo	m	524
taïga	f	3454
tchador	m	2304
tchatche	f	556
tchèque	m	1447
te	f	1488
te	m	2139
team	m	627
tech	f	787
technicien	m	40929
technicienne	f	1327
technicisation	f	4337
technicisme	m	949
technicité	f	29860
technique	f	919788
technique	m	6650
techno	f	10098
technobureaucratie	f	560
technocrate	m	5400
technocratie	f	18724
technocratisation	f	726
technocratisme	m	532
technologie	f	477850
technologisation	f	777
technologue	m	554
technopole	f	3643
technopôle	m	1682
technoscience	f	7546
technostructure	f	5872
technè	f	4083
techné	f	1372
technê	f	503
teck	m	1531
teckel	m	725
tectonique	f	16673
tee	m	5520
teigne	f	3281
teint	m	34824
teinte	f	38882
teinture	f	20647
teinturerie	f	3875
teinturier	m	2384
tekhnè	f	608
telenovela	f	870
television	f	569
televisión	f	906
tell	m	1304
telos	m	3816
tem	f	611
tem	m	518
tema	m	1204
temoignage	m	654
temos	m	1106
temp	m	601
tempe	f	11833
tempe	m	531
tempera	f	517
temperature	f	1978
tempeste	f	651
temple	m	174388
templier	m	772
templum	m	936
tempo	m	22985
temporal	m	836
temporalisation	f	8581
temporalité	f	139009
temporel	m	22041
temporelle	f	971
temporisation	f	3282
temps	f	810
temps	m	5085716
tempérament	m	66720
tempérance	f	13431
température	f	461270
tempête	f	143666
tems	m	15856
ten	f	560
tenacité	f	1023
tenaille	f	4157
tenaille	m	1161
tenais	f	841
tenancier	m	7432
tenancière	f	3997
tendance	f	896925
tendencia	f	1264
tenderie	f	666
tendinite	f	1457
tendon	m	10832
tendre	f	6024
tendre	m	3987
tendresse	f	98527
tendreté	f	1132
teneur	f	262222
teneur	m	2236
tennis	m	14903
tennisman	m	693
tenon	m	2909
tenseur	m	9171
tensiomètre	m	792
tension	f	445121
tensivité	f	619
tensión	f	609
tenson	f	658
tentateur	m	2204
tentation	f	317032
tentative	f	497396
tentatrice	f	1080
tente	f	65749
tenture	f	10819
tenue	f	257652
tenue	m	1399
tenure	f	12061
teologia	f	561
teoria	f	1327
teoría	f	2417
tepidarium	m	1399
tequila	f	840
ter	f	771
ter	m	1314
tercera	f	1480
tercet	m	1419
tergiversation	f	518
terme	f	1045
terme	m	1696098
terminaison	f	22632
terminal	m	24613
terminale	f	6062
terminographie	f	701
terminologie	f	224302
terminologue	m	997
terminus	m	8954
termite	m	832
termitière	f	5969
ternaire	m	1878
ternie	m	3184
terra	f	2499
terrage	m	612
terrain	m	1346882
terrasse	f	142724
terrasse	m	1018
terrassement	m	2343
terrassier	m	1197
terre	f	2284978
terre	m	12055
terreau	m	32946
terrein	m	1869
terreplein	m	640
terrestre	f	638
terrestre	m	2976
terreur	f	225791
terri	m	836
terrible	f	1158
terrible	m	602
terrien	m	1247
terrier	m	9077
terrifiant	m	729
terril	m	1422
terrine	f	3829
territoire	m	1162997
territorial	m	862
territoriale	f	1587
territorialisation	f	14129
territorialité	f	21324
terroir	m	47980
terrorisme	m	179340
terroriste	f	537
terroriste	m	9247
tertiaire	m	28042
tertiairisation	f	1249
tertiarisation	f	6328
tertre	m	9892
tesis	f	1116
tesmoignage	m	611
tessiture	f	4740
tesson	m	6536
test	m	220910
testa	f	876
testabilité	f	563
testament	m	67480
testateur	m	11553
testatrice	f	2063
teste	f	9504
teste	m	718
testeur	m	1167
testicule	m	3974
testing	m	1054
testo	m	593
testostérone	f	6571
tete	f	2482
texte	f	943
texte	m	3249300
textes	m	719
textile	m	50263
texto	m	2980
textologie	f	793
textualisation	f	2554
textualité	f	8939
textuel	m	1272
texture	f	63682
th	m	1131
thalamus	m	4011
thalassocratie	f	993
thalassothérapie	f	1567
thalassémie	f	809
thalidomide	f	1921
thalle	m	890
thallium	m	522
thalweg	m	2375
thanatologie	f	652
thanatopraxie	f	532
thatchérisme	m	1289
thaumaturge	m	2362
thaumaturgie	f	865
thaï	m	525
theatre	m	734
theme	m	1447
theologia	f	843
theologie	f	899
theoria	f	2195
theorie	f	3338
thermalisme	m	4573
thermie	f	1009
thermique	f	1268
thermique	m	1081
thermo	f	804
thermochimie	f	639
thermocline	f	2557
thermocouple	m	1443
thermodynamique	f	26527
thermogenèse	f	992
thermographie	f	1256
thermoluminescence	f	1538
thermolyse	f	873
thermomètre	m	19910
thermorégulation	f	1983
thermos	m	1139
thermostat	m	2885
thermothérapie	f	575
thesaurus	m	1614
these	f	1085
theôria	f	758
thiamine	f	980
thiase	m	649
tholos	f	1080
thomisme	m	10024
thomiste	m	906
thon	m	7801
thonier	m	850
thoracotomie	f	956
thorax	m	12157
thorium	m	1975
thread	m	3229
thriller	m	2940
thrips	m	512
thrombine	f	2427
thrombolyse	f	1752
thrombophlébite	f	518
thrombopénie	f	2861
thrombose	f	9300
thrombus	m	2919
thrène	m	772
thréonine	f	750
thumos	m	801
thune	f	784
thuriféraire	m	1394
thuya	m	852
thym	m	3876
thymidine	f	1006
thymine	f	1267
thymus	m	2996
thyroglobuline	f	657
thyroxine	f	1043
thyroïde	f	9688
thyroïdectomie	f	515
thyroïdite	f	759
thyrse	m	1426
thème	m	1030642
thèque	f	936
thèse	f	866426
thé	m	77664
théatre	m	1605
thébaïde	f	735
théier	m	549
théisme	m	4041
théiste	m	667
théière	f	6503
thématique	f	141611
thématique	m	787
thématisation	f	14187
thématisme	m	605
théme	m	658
théo	f	1486
théocentrisme	m	1151
théocratie	f	13361
théodicée	f	8998
théodolite	m	1079
théogonie	f	2351
théologal	m	641
théologie	f	472912
théologien	m	57272
théologienne	f	1254
théologique	m	2212
théonomie	f	1121
théophanie	f	4206
théophilanthropie	f	709
théophylline	f	1279
théoricien	m	49068
théoricienne	f	1422
théorie	f	2506765
théorie	m	839
théorisation	f	37319
théorème	m	53471
théosophe	m	1200
théosophie	f	5832
thérapeute	f	4389
thérapeute	m	51317
thérapeutique	f	47978
thérapie	f	85493
thériaque	f	2346
thésard	m	920
thésaurisation	f	8811
thésaurus	m	5117
théurgie	f	1587
théàtre	m	657
théâtral	m	1510
théâtralisation	f	9726
théâtralité	f	22915
théâtre	m	749999
ti	m	1422
tiare	f	6226
tibia	m	5687
tibétain	m	976
tic	m	10685
ticket	m	17916
tiempo	m	975
tien	m	16333
tienda	f	631
tiens	f	2535
tiens	m	3011
tierce	f	13221
tiercé	m	2610
tiercéité	f	1691
tierra	f	13952
tiers	f	565
tiers	m	664637
tiersmonde	m	1534
tiersmondisme	m	614
tige	f	70510
tignasse	f	2887
tigre	m	24119
tigresse	f	2563
tilapia	m	669
tilbury	m	534
tilde	m	987
tillac	m	1848
tille	f	812
tilleul	m	6528
tiltre	m	800
timbale	f	3097
timbalier	m	582
timbre	m	57649
time	m	791
timide	f	821
timide	m	1783
timidité	f	27567
timing	m	3245
timon	m	3557
timonerie	f	2634
timonier	m	2027
tine	f	633
tinette	f	1698
tintamarre	m	5913
tintement	m	7162
tintouin	m	572
tion	f	3439
tion	m	641
tipi	m	680
tipo	m	1069
tique	f	2561
tir	m	58395
tirade	f	11499
tirage	m	75300
tiraillement	m	3120
tirailleur	m	4826
tirant	m	500
tire	f	7288
tire	m	5469
tirelire	f	2236
tiret	m	9321
tirette	f	550
tireur	m	15682
tireuse	f	1148
tiroir	m	35705
tisane	f	7434
tison	m	3818
tisonnier	m	1589
tissage	m	33497
tisserand	m	7867
tisserande	f	920
tisseur	m	1091
tisseuse	f	817
tissu	m	263275
tissus	m	1176
titan	m	1301
titane	m	4286
titi	m	608
titisme	m	732
titrage	m	2487
titraille	f	578
titration	f	1108
titre	m	1519583
titrisation	f	5338
titulaire	f	1520
titulaire	m	87393
titularisation	f	8383
titularité	f	2703
titulature	f	6444
titulus	m	878
tiède	m	1105
tiédeur	f	15851
to	m	850
toast	m	9125
toboggan	m	2454
toc	m	1255
toccata	f	549
tocsin	m	13847
toge	f	8810
tohu	m	4996
toi	f	2933
toi	m	2297
toile	f	248923
toilerie	f	536
toilettage	m	3087
toilette	f	46092
toise	f	7695
toise	m	581
toison	f	9468
toisé	m	632
toit	m	158685
toiture	f	45802
tollé	m	14297
toluène	m	1386
tolérance	f	201034
toma	f	1635
tomahawk	m	539
tomaison	f	1207
tomate	f	21677
tombe	f	197784
tombe	m	596
tombeau	m	87657
tombereau	m	4128
tombeur	m	1679
tombola	f	2726
tombée	f	45180
tome	f	1923
tome	m	66777
tomme	f	994
tomodensitométrie	f	4747
tomographie	f	4431
ton	m	438156
tonalité	f	99245
tondeur	m	517
tondeuse	f	4063
tonicité	f	3262
tonique	f	6319
tonique	m	649
tonitruant	m	611
tonlieu	m	718
tonnage	m	30564
tonne	f	93417
tonneau	m	21027
tonnelet	m	1331
tonnelier	m	3371
tonnelle	f	5769
tonnellerie	f	2011
tonnerre	m	31205
tonsure	f	5267
tonte	f	5312
tontine	f	12500
tontinier	m	565
tonton	m	1270
tonus	m	10823
top	m	2160
topaze	f	745
topic	m	1172
topicalisation	f	2089
topinambour	m	691
topique	f	19801
topique	m	5143
topo	m	1168
topographe	m	936
topographie	f	82420
topologie	f	29612
toponyme	m	15089
toponymie	f	29315
topos	m	28799
toposéquence	f	1367
toquade	f	605
toque	f	5814
tor	f	559
torah	f	726
torche	f	22684
torchis	m	1536
torchon	m	8562
torchère	f	637
tord	m	816
tordeuse	f	3053
tore	m	6240
torero	m	3887
tormenta	f	556
tornade	f	10514
toro	m	1448
torpeur	f	17391
torpillage	m	1881
torpille	f	5742
torpilleur	m	3458
torque	m	1636
torre	f	1188
torrent	m	47176
torrentialité	f	603
torréfaction	f	1788
torsade	f	2003
torse	m	24122
torseur	m	544
torsion	f	14686
tort	m	53263
torticolis	m	2301
tortilla	f	781
tortillard	m	890
tortionnaire	m	4690
tortue	f	33623
tortuosité	f	746
tortura	f	676
torture	f	152102
torture	m	1528
torturé	m	821
torus	m	592
toréador	m	1176
toscan	m	1534
total	f	727
total	m	352121
totalidad	f	1446
totalisation	f	18003
totalitarisme	m	45139
totalite	f	673
totalité	f	698150
totem	m	8290
totémisme	m	6915
touareg	m	653
toubab	m	646
toubib	m	4736
toucan	m	680
touffe	f	13337
touffeur	f	3642
toumant	m	643
toundra	f	6631
toupet	m	3731
toupie	f	7475
tour	f	249944
tour	m	443459
tourbe	f	17472
tourbillon	m	50204
tourbillonnement	m	865
tourbière	f	6058
tourelle	f	14437
tourisme	m	193344
touriste	f	1925
touriste	m	33033
tourmaline	f	905
tourment	m	16476
tourmente	f	64199
tourmente	m	2626
tournage	m	44367
tournant	f	680
tournant	m	202156
tourne	f	1136
tourne	m	1621
tournemain	m	1814
tournerie	f	500
tournesol	m	5579
tournette	f	508
tourneur	m	2554
tournevis	m	2813
tourniquet	m	3565
tournis	m	4653
tournoi	m	11497
tournoiement	m	3244
tournure	f	80977
tournée	f	89087
tourte	f	1812
tourteau	m	2774
tourterelle	f	5305
tourtière	f	754
toussotement	m	569
tout	m	111455
toutepuissance	f	6980
toutou	m	1010
toux	f	23509
township	f	675
township	m	2624
toxicité	f	30163
toxicologie	f	3188
toxicomane	m	9201
toxicomanie	f	39204
toxine	f	10199
toxique	m	2187
toxoplasmose	f	3082
toxémie	f	608
toyotisme	m	741
tr	f	1242
tr	m	813
tra	f	1746
tra	m	1652
trabajo	m	816
trabendo	m	537
trac	m	8229
tracas	m	1619
tracasserie	f	618
trace	f	307359
trace	m	993
traceur	m	4794
trachome	m	1862
trachée	f	9863
trachéotomie	f	2811
tract	m	32856
tractation	f	1999
tracteur	m	21992
traction	f	45114
tractus	m	3735
tracé	m	152419
tracéologie	f	536
trad	f	5034
trade	m	865
trader	m	1237
tradi	f	985
tradición	f	3828
tradiciôn	f	647
trading	m	661
tradipraticien	m	859
traditio	f	813
tradition	f	1833474
traditionalisme	m	9457
traditionaliste	m	1531
traditionalité	f	629
traditionnalisme	m	878
tradizione	f	1196
traducción	f	2059
traducteur	m	83849
traductibilité	f	1442
traduction	f	852088
traductologie	f	2382
traductrice	f	8112
traduire	f	2529
traduzione	f	738
trafic	m	260774
trafiquant	m	6541
tragedia	f	1344
tragedie	f	553
tragi	f	6230
tragicomédie	f	1357
tragique	f	1783
tragique	m	33561
tragédie	f	307591
tragédien	m	1074
tragédienne	f	1867
trahison	f	126489
trahit	f	588
trahit	m	547
trai	m	622
train	m	329137
training	m	1272
trainée	f	613
trait	m	392419
traite	f	228581
traite	m	13579
traitement	m	1127164
traiteur	m	3805
traitre	m	799
traitté	m	546
traité	m	709756
trajectoire	f	162875
trajet	m	138394
tralala	m	907
tram	m	6875
trama	f	1109
tramage	m	555
trame	f	202548
tramontane	f	1595
trampoline	m	510
tramway	m	21377
tranchant	m	15285
tranche	f	115496
tranche	m	636
tranchet	m	559
tranchée	f	43995
tranfert	m	555
tranformation	f	891
trangression	f	554
tranquilité	f	3618
tranquillisant	m	1239
tranquillité	f	94320
trans	f	5117
trans	m	2188
transaction	f	118620
transat	m	1035
transatlantique	m	1330
transbordement	m	4976
transbordeur	m	506
transcendance	f	150090
transcendant	m	1479
transcendantal	m	7349
transcendantalisme	m	2102
transcendantalité	f	1274
transcodage	m	1476
transconductance	f	716
transcriptase	f	2583
transcripteur	m	1748
transcription	f	125413
transcrit	f	513
transcrit	m	1551
transculturalité	f	555
transculturation	f	904
transdisciplinarité	f	4109
transducteur	m	2980
transduction	f	4140
transe	f	32453
transect	m	2444
transept	m	11045
transfection	f	743
transferencia	f	741
transferrine	f	1960
transfert	m	480729
transfiguration	f	21037
transfigure	f	786
transfigure	m	587
transfini	m	622
transfor	f	575
transformación	f	1359
transformateur	m	7879
transformation	f	796180
transforme	f	5718
transforme	m	3633
transforment	f	714
transformisme	m	5948
transfuge	m	4662
transfusion	f	22457
transfèrement	m	2355
transférabilité	f	4021
transgenèse	f	1911
transgresseur	m	1518
transgression	f	103215
transgène	m	1728
transgénèse	f	1542
transhumance	f	18607
transi	f	519
transición	f	1030
transiciôn	f	533
transistor	m	11299
transit	m	33924
transitaire	m	2670
transition	f	358433
transitionnalité	f	906
transitivité	f	11171
transitoire	m	3150
transitologie	f	897
translateur	m	543
translatio	f	2287
translation	f	32497
translittération	f	2540
translitération	f	1065
translocation	f	3954
translucidité	f	1534
transmet	f	796
transmetteur	m	3613
transmettre	f	1879
transmigration	f	6915
transmisión	f	717
transmissibilité	f	3269
transmission	f	452430
transmissivité	f	702
transmit	f	769
transmit	m	754
transmittance	f	653
transmutation	f	22442
transnational	m	830
transnationale	f	685
transnationalisation	f	4996
transnationalisme	m	868
transnationalité	f	1523
transparence	f	222197
transparent	m	2417
transpassibilité	f	502
transpiration	f	13139
transplant	m	940
transplantation	f	25128
transplanté	m	517
transpondeur	m	581
transport	m	377480
transportation	f	5501
transporteur	m	48788
transporté	m	746
transpose	f	695
transposition	f	122005
transposon	m	871
transsexualisme	m	3128
transsexualité	f	1208
transsexuel	m	3063
transsibérien	m	538
transsubstantiation	f	9253
transtextualité	f	928
transvaluation	f	1064
transvasement	m	1007
transversale	f	2905
transversalité	f	6966
transvestisme	m	517
trappe	f	27295
trappeur	m	2080
trapèze	m	5809
trapéziste	m	615
traque	f	11755
traquenard	m	4312
trattoria	f	695
trauma	m	10883
traumatisme	m	81245
traumatisé	m	1604
traumatologie	f	1582
trav	m	561
travai	m	513
travail	f	1156
travail	m	3402079
travailleur	m	180641
travailleuse	f	4930
travaillisme	m	1689
travailliste	m	1223
travelling	m	6484
travers	m	17038
traverse	f	14977
traverse	m	1487
traversier	m	1154
traversin	m	2487
traversée	f	141345
travertin	m	618
travesti	m	5617
travestisme	m	529
travestissement	m	12412
travée	f	19079
trayectoria	f	594
trayeur	m	524
trayon	m	801
traçabilité	f	11307
traçage	m	3338
traîne	f	25679
traîne	m	1753
traîneau	m	8088
traînée	f	18217
traître	m	41800
traîtresse	f	1140
traîtrise	f	6565
tre	m	689
treillage	m	1719
treille	f	4589
treillis	m	9123
treizième	f	1330
treizième	m	2001
trekking	m	873
tremble	m	655
tremblement	m	56148
tremblé	m	1001
trempage	m	2080
trempe	f	14416
trempe	m	505
tremplin	m	23296
trend	m	5779
trentaine	f	271528
trentenaire	m	551
trentième	m	1325
tres	f	2407
tres	m	2110
trespas	m	866
tressage	m	3870
tressaillement	m	2921
tresse	f	7286
treuil	m	5614
tri	f	1567
tri	m	59415
triade	f	35949
triage	m	7720
triangle	m	92118
triangulaire	f	1017
triangulation	f	10923
tribalisation	f	1353
tribalisme	m	14922
tribu	f	180157
tribu	m	724
tribulation	f	1586
tribun	m	11762
tribunal	m	615753
tribunat	m	1223
tribune	f	154016
tribut	m	40608
tributaire	m	642
tricentenaire	m	3148
triceps	m	1007
triche	f	1488
tricherie	f	8194
tricheur	m	3052
trichotomie	f	977
trickster	m	683
triclinium	m	1178
tricolore	m	1396
tricorne	m	1355
tricot	m	6725
tricotage	m	1078
tricoteuse	f	612
tricycle	m	1489
trident	m	2784
tridimensionnalité	f	1535
triduum	m	637
trieur	m	566
trieuse	f	525
trifonctionnalité	f	798
triforium	m	2129
trigger	m	695
trigone	m	859
trigonométrie	f	3034
trigramme	m	610
trilinguisme	m	1226
trille	m	2128
trilogie	f	49943
trilogue	m	775
trimestre	m	24397
trimestriel	m	1063
tringle	f	3097
trinitrine	f	618
trinité	f	13995
trinôme	m	1382
trio	m	30711
triolet	m	841
triomphalisme	m	4261
triomphateur	m	1455
triomphe	m	201412
trip	m	908
tripartisme	m	3548
tripartite	f	910
tripartition	f	12149
tripe	f	1809
triperie	f	549
triple	f	13056
triple	m	14683
triplement	m	6311
triplet	m	4718
triplicité	f	1592
tripode	m	598
triporteur	m	576
tripot	m	1537
tripotée	f	533
triptyque	m	19001
trique	f	3122
trirème	f	616
trisaïeul	m	547
trismus	m	570
trisomie	f	4310
triste	f	6752
triste	m	5080
tristesse	f	115892
tristeza	f	606
trithérapie	f	2066
triticale	m	1065
tritium	m	2055
triton	m	2453
trituration	f	2957
triumvirat	m	5939
trivial	m	2190
trivialisation	f	606
trivialité	f	9182
trivium	m	1284
trièdre	m	1067
trière	f	1252
trobar	m	1051
troc	m	20804
trocart	m	1643
trochlée	f	2452
troglodyte	m	669
trogne	f	1339
trognon	m	860
troi	f	769
troi	m	632
troisieme	f	964
troisieme	m	739
troisiesme	f	742
troisiesme	m	635
troll	m	529
trolley	m	651
trolleybus	m	647
tromba	m	1161
trombe	f	2831
trombone	m	3694
tromboniste	m	557
trompe	f	14604
trompe	m	8893
tromperie	f	27215
trompette	f	24335
trompette	m	2259
trompettiste	m	2662
trompeur	m	2052
tronc	m	88231
troncation	f	2676
troncature	f	3434
tronche	f	2745
tronçon	m	25001
tronçonnage	m	730
tronçonneuse	f	4172
trope	m	7048
trophicité	f	864
trophoblaste	m	672
trophée	m	13321
tropicalité	f	603
tropique	m	2536
tropisme	m	8270
tropologie	f	963
troponine	f	1475
tropopause	f	805
troposphère	f	4285
tropplein	m	907
troquet	m	984
trot	m	3596
trotskisme	m	2039
trotskiste	m	757
trotskysme	m	1423
trotteuse	f	671
trottinette	f	573
trottoir	m	74543
trou	m	186059
troubadour	m	5727
trouble	f	2753
trouble	m	166316
trouille	f	8059
troupe	f	240747
troupeau	m	88994
troupier	m	923
trousse	f	7907
trousseau	m	12147
trouva	f	1658
trouva	m	920
trouvai	f	2054
trouvai	m	1268
trouvaille	f	20008
trouvais	f	2087
trouveras	m	511
trouves	f	883
trouves	m	864
trouvons	f	1778
trouvère	m	1877
trouée	f	12387
troïka	f	5274
truand	m	3537
trublion	m	1697
truc	m	41028
trucage	m	3589
truchement	m	81412
truculence	f	2904
truelle	f	4552
truffe	f	5845
truie	f	9027
truisme	m	9058
truite	f	15875
trumeau	m	1882
truquage	m	2308
trust	m	10594
trustee	m	1761
trypanosome	m	635
trypanosomiase	f	4943
trypanosomose	f	687
trypsine	f	1844
tryptique	m	2074
tryptophane	m	1305
trèfle	m	8044
trève	f	1017
trébuchement	m	648
trébuchet	m	854
tréfilerie	f	902
tréfonds	m	6084
tréma	m	1452
trémie	f	4147
trémolo	m	1166
trépan	m	1125
trépanation	f	1881
trépas	m	7530
trépassé	m	769
trépidation	f	1780
trépied	m	7501
tréponème	m	630
trés	f	548
trésor	m	108712
trésorerie	f	45787
trésorier	m	36582
trésorière	f	1783
tréteau	m	1724
trêve	f	51634
trône	m	122447
tsar	m	36979
tsarine	f	7174
tsarisme	m	3323
tsarévitch	m	1561
tsunami	m	4670
tu	f	534
tu	m	8295
tua	f	827
tua	m	1850
tuant	m	666
tub	m	637
tuba	m	1352
tubage	m	1131
tube	m	76787
tubercule	m	5823
tuberculeux	m	1293
tuberculine	f	1730
tuberculose	f	72212
tubule	m	1503
tubuline	f	1031
tubulure	f	3474
tubérisation	f	807
tubérosité	f	4159
tue	f	3401
tue	m	6033
tuerai	m	737
tuerie	f	15619
tueur	m	21707
tueuse	f	791
tuf	m	4494
tuffeau	m	984
tuile	f	10199
tuilerie	f	3591
tuilier	m	502
tulipe	f	4347
tulle	m	1866
tumba	f	644
tumeur	f	53732
tumulte	m	32194
tumulus	m	8590
tuméfaction	f	3881
tungstène	m	1505
tunique	f	28523
tunisien	m	894
tunisienne	f	721
tunisification	f	515
tunnel	m	53841
tunnelier	m	596
tuque	f	623
turban	m	12789
turbidité	f	5399
turbine	f	16741
turbo	m	761
turboréacteur	m	861
turbot	m	1724
turbulence	f	25963
turbulent	m	600
turc	m	11738
turcité	f	613
turgescence	f	1589
turn	m	1558
turnover	m	2383
turpitude	f	2866
turque	f	4414
turquoise	f	1331
tutela	f	527
tutelle	f	238693
tuteur	m	40310
tutoiement	m	8288
tutorat	m	7020
tutrice	f	1818
tutu	m	635
tuyau	m	31717
tuyauterie	f	7251
tuyère	f	4451
tué	m	2311
tva	f	1570
twist	m	791
tympan	m	12893
typage	m	1809
type	m	1009061
typhon	m	2547
typhoïde	f	2052
typhus	m	7927
typicalité	f	1330
typicité	f	2492
typification	f	1718
typographe	m	3733
typographie	f	34201
typologie	f	198026
tyran	m	49842
tyrannicide	m	2197
tyrannie	f	135354
tyrosine	f	3071
tzar	m	1668
tzigane	m	604
tàche	f	567
tâche	f	793265
tâcheron	m	1701
tâtonnement	m	6267
tènement	m	963
tète	f	20423
té	f	604
té	m	642
técnica	f	1156
tégument	m	2245
télescopage	m	6504
télescope	m	16883
télex	m	5661
télomérase	f	1250
télos	m	1738
télé	f	80616
télé	m	1468
téléachat	m	502
